Population,Children,Age,Income,Marital,Gender,Churn,Contacts,Tenure,Bandwidth_GB_Year
-0.6734047863312665,-0.9723379092716081,0.7209252390349075,-0.39877774033771896,2,2,0,-1.0058516991026796,-1.0487462125145348,-1.138487026758293
0.047771528401848895,-0.5065919164222484,-1.2599571596643748,-0.6419544475336846,0,1,1,-1.0058516991026796,-1.2620011592580802,-1.1858758365750726
-0.41723752695690763,0.8906460621258305,-0.14873044819892378,-1.07088496294323,2,1,0,-1.0058516991026796,-0.709939803296579,-0.6121377506525425
0.2845374265036029,-0.5065919164222484,-0.2453588578915717,-0.740524915554176,0,2,0,1.0175876473118841,-0.6595239638828064,-0.5618571466817585
0.11054879023392063,-0.9723379092716081,1.4456383117297669,0.009477921370873651,3,2,1,1.0175876473118841,-1.2425512017143743,-1.4281844686402452
0.5504746570902379,0.4249000692764709,1.4456383117297669,-0.6080721568450029,4,1,0,2.0293073205191656,-1.0409751428135001,-1.0767888928661473
-0.5003862181252146,-0.9723379092716081,1.2523814923444712,-1.00499743131954,2,2,1,-1.0058516991026796,-0.8051442122278709,-0.6796212586964383
0.9276232621144834,-0.04084592357288879,-1.115014545125403,-0.4626942456000044,0,1,1,-1.0058516991026796,-1.1444758337339471,-1.1041299460065446
0.5262229554994817,-0.04084592357288879,-0.19704465304524774,0.6676801523191915,3,0,0,1.0175876473118841,-0.9948475885163598,-0.9516201278501973
0.723146772416422,-0.5065919164222484,1.5905809262687387,0.3696817477171092,0,1,0,0.005867974104602262,-1.1763258177700682,-1.319603139560853
-0.637581558552921,2.2878840406739096,-1.4532139790496708,-0.6108914550769511,3,1,0,-1.0058516991026796,-0.5770772231059956,-0.3036692559674181
1.6363272731723528,-0.04084592357288879,0.14115478087901998,-0.7612036701709215,0,1,0,0.005867974104602262,-0.9078143071046398,-1.012157858334297
-0.6375122679769475,-0.9723379092716081,1.4456383117297669,1.5555488005587546,1,2,0,-1.0058516991026796,-0.8136641324836795,-1.0049277035553403
-0.676037828218263,1.3563920549751902,-1.1633287499717269,2.670625225254079,3,1,0,0.005867974104602262,-0.6673905557377415,-0.6606519202176776
-0.11028027539390788,-0.5065919164222484,-1.115014545125403,0.8670630510548126,3,2,1,2.0293073205191656,-0.9252790723682481,-0.8283261280844844
-0.531012652705541,0.4249000692764709,-0.6801867015084874,1.746706795659964,1,2,1,0.005867974104602262,-0.7811957463028438,-0.7103868401018525
2.793964925963106,-0.9723379092716081,0.4793542148032877,-0.28893823584972883,0,1,1,0.005867974104602262,-0.7088806634846492,-0.604966841184781
-0.17375044298571551,-0.04084592357288879,0.3344116002643158,0.15376286693651808,3,2,1,2.0293073205191656,-1.218636000354586,-1.1487550410882605
-0.020341107780189206,0.4249000692764709,0.3827258051106398,-0.019319702896465674,2,1,0,0.005867974104602262,-0.6586643495147995,-0.7135525973023463
-0.4559016683501704,0.4249000692764709,-1.4532139790496708,-0.7203281013521748,1,2,1,0.005867974104602262,-0.8214296515667315,-0.6581869982279508
-0.6712567784760853,0.8906460621258305,-0.7285009063548112,-0.006479661250661224,4,2,0,-1.0058516991026796,-0.5321993969828047,-0.48601005518490786
0.3245180888403638,0.4249000692764709,-1.115014545125403,0.20949844252423616,1,2,0,0.005867974104602262,-1.2143752859646828,-1.280548499448172
-0.6496381187723256,0.4249000692764709,-0.05210203850627586,-0.4384947371660538,2,2,0,0.005867974104602262,-1.054162420093918,-1.2261101571312558
-0.524083595108182,-0.04084592357288879,0.7209252390349075,1.4147094275241294,1,2,0,-1.0058516991026796,-0.9826308773775781,-1.1197956245812268
-0.02235053448342329,0.4249000692764709,1.0591246729591752,-0.40025547816570994,2,1,1,0.005867974104602262,-1.0875153205165573,-1.1539420665647315
1.3727459221688199,-0.5065919164222484,1.1557530826518232,-0.9662957364834148,3,2,1,0.005867974104602262,-1.1485071989623208,-1.1980894716016361
-0.4619992390358462,-0.5065919164222484,-0.2936730627378957,-1.1009340719225875,0,1,1,-1.0058516991026796,-0.9122140515257888,-0.8630365474292174
-0.28440749281553734,-0.9723379092716081,0.8175536487275554,0.1445393288591926,2,1,1,-1.0058516991026796,-1.25308568712767,-1.360658197363495
-0.5571351998475841,0.4249000692764709,-1.5981565935886426,-1.039927649841606,3,1,1,1.0175876473118841,-1.2516498984328337,-0.9760846270524461
2.960608761179588,0.8906460621258305,0.7692394438812314,-0.22569056033152565,4,2,1,0.005867974104602262,-1.100544923191214,-0.7538103880389817
0.10472838185213915,3.219376026372629,-0.3903014724305436,0.1268369729922258,0,2,0,-1.0058516991026796,-0.8866023841903011,-0.7307735469823262
-0.5537399616248782,-0.9723379092716081,-0.6318724966621634,-0.6387943511129437,4,1,0,1.0175876473118841,-1.1701197658139526,-1.327056348209172
-0.6289202365562224,1.82213804782455,1.397324106883443,0.43100095231891816,1,1,1,-1.0058516991026796,-1.1269605980785402,-1.0883965188612057
-0.6666143098858549,1.3563920549751902,1.0108104681128514,-0.49168656102826686,3,2,1,0.005867974104602262,-0.515357688285214,-0.325637960287283
-0.5709240244663283,0.8906460621258305,0.7692394438812314,-1.0140727345967455,2,2,1,0.005867974104602262,-1.1744634661179154,-1.0573597060308366
0.3011671647372643,-0.5065919164222484,-0.05210203850627586,-1.1179186592837098,4,2,1,-1.0058516991026796,-1.098550980314668,-0.9987162631662837
-0.2329938854431342,-0.04084592357288879,-1.3082713645106987,-1.05296770207896,4,1,1,0.005867974104602262,-1.1804516554861881,-1.1416648784921675
-0.32549680436787565,-0.5065919164222484,-1.3565855693570228,-0.12687610775964053,4,1,0,1.0175876473118841,-1.0349026237845231,-0.9387813135210594
0.7409544504416344,-0.5065919164222484,0.6242968293422596,-0.5110017682611331,1,1,0,0.005867974104602262,-0.9333207387803955,-1.0426335806062994
-0.5289339354263333,-0.5065919164222484,0.9141820584202033,0.3734088954426154,1,2,0,0.005867974104602262,-0.6990525517323531,-0.8522085595627125
-0.5953835977850053,0.4249000692764709,-1.5498423887423185,-0.0565830236912344,1,1,0,0.005867974104602262,-0.9585756452581669,-0.9528729024515141
-0.6744441449708705,0.4249000692764709,0.09284057603269602,0.4638661678718479,0,2,0,1.0175876473118841,-1.1921811278961985,-1.1438136302193977
-0.6140227627219007,0.8906460621258305,-0.5835582918158394,-0.9859953612362096,1,2,1,0.005867974104602262,-1.1573343176802533,-1.0373304772544547
